plasmid_id	inc_type	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F
RefSeq_NZ_CP031234.1	IncX1	46994	1.1.1.7.30.1950	1	1	1	7	30	1950
RefSeq_NZ_CP031361.1	IncX1	37697	1.1.1.7.30.194	1	1	1	7	30	194
RefSeq_NZ_CP031766.1	IncX1	141331	1.1.1.7.30.794	1	1	1	7	30	794
RefSeq_NZ_CP032087.1	IncX1	37009	1.1.1.7.30.291	1	1	1	7	30	291
RefSeq_NZ_CP032088.1	IncX1	28563	1.1.1.7.30.62	1	1	1	7	30	62
RefSeq_NZ_CP032381.1	IncX1	74562	1.1.1.7.30.289	1	1	1	7	30	289
RefSeq_NZ_CP032386.1	IncX1	75390	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP032389.1	IncX1	36009	1.1.1.7.30.171	1	1	1	7	30	171
RefSeq_NZ_CP032392.1	IncX1	74461	1.1.1.7.30.289	1	1	1	7	30	289
RefSeq_NZ_CP032394.1	IncX1	55415	1.1.1.7.30.330	1	1	1	7	30	330
RefSeq_NZ_CP032397.1	IncX1	329264	1.1.1.7.30.377	1	1	1	7	30	377
RefSeq_NZ_CP032447.1	IncX1	74560	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP032450.1	IncX1	114923	1.1.1.7.30.2063	1	1	1	7	30	2063
RefSeq_NZ_CP032988.1	IncX1	84688	1.1.1.7.30.826	1	1	1	7	30	826
RefSeq_NZ_CP032994.1	IncX1	44779	1.1.1.7.30.1951	1	1	1	7	30	1951
RefSeq_NZ_CP033093.1	IncX1	38797	1.1.1.7.30.2105	1	1	1	7	30	2105
RefSeq_NZ_CP033379.1	IncX1	167170	1.1.1.7.30.889	1	1	1	7	30	889
RefSeq_NZ_CP033383.2	IncX1	34764	1.1.1.7.30.152	1	1	1	7	30	152
RefSeq_NZ_CP033386.2	IncX1	52902	1.1.1.7.30.153	1	1	1	7	30	153
RefSeq_NZ_CP034761.1	IncX1	81092	1.1.1.7.30.1794	1	1	1	7	30	1794
RefSeq_NZ_CP034848.1	IncX1	13462	1.1.1.7.30.154	1	1	1	7	30	154
RefSeq_NZ_CP035315.1	IncX1	40654	1.1.1.7.30.275	1	1	1	7	30	275
RefSeq_NZ_CP035345.1	IncX1	7399	1.1.1.7.23.40	1	1	1	7	23	40
RefSeq_NZ_CP035353.1	IncX1	28545	1.1.1.7.50.2200	1	1	1	7	50	2200
RefSeq_NZ_CP037880.1	IncX1	40085	1.1.1.7.30.1977	1	1	1	7	30	1977
RefSeq_NZ_CP037995.1	IncX1	48223	1.1.1.7.30.261	1	1	1	7	30	261
RefSeq_NZ_CP038140.1	IncX1	138950	1.1.1.7.30.819	1	1	1	7	30	819
RefSeq_NZ_CP039600.1	IncX1	38266	1.1.1.7.30.1962	1	1	1	7	30	1962
RefSeq_NZ_CP040091.1	IncX1	52088	1.1.1.7.30.273	1	1	1	7	30	273
RefSeq_NZ_CP040929.1	IncX1	57104	1.1.1.7.30.225	1	1	1	7	30	225
RefSeq_NZ_CP041114.1	IncX1	58983	1.1.1.7.30.238	1	1	1	7	30	238
RefSeq_NZ_CP041175.1	IncX1	29337	1.1.1.7.30.140	1	1	1	7	30	140
RefSeq_NZ_CP041177.1	IncX1	111764	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP041286.1	IncX1	102347	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP041439.1	IncX1	106630	1.1.1.7.30.1362	1	1	1	7	30	1362
RefSeq_NZ_CP041443.1	IncX1	101987	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP041444.1	IncX1	78706	1.1.1.7.30.1805	1	1	1	7	30	1805
RefSeq_NZ_CP041453.1	IncX1	92973	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP041553.1	IncX1	33823	1.1.1.7.30.1955	1	1	1	7	30	1955
RefSeq_NZ_CP041631.1	IncX1	27108	1.1.1.7.30.2149	1	1	1	7	30	2149
RefSeq_NZ_CP042589.1	IncX1	42683	1.1.1.7.30.213	1	1	1	7	30	213
RefSeq_NZ_CP043216.1	IncX1	37697	1.1.1.7.30.194	1	1	1	7	30	194
RefSeq_NZ_CP043824.1	IncX1	114358	1.1.1.7.30.1708	1	1	1	7	30	1708
RefSeq_NZ_CP043935.1	IncX1	179179	1.1.1.7.30.1407	1	1	1	7	30	1407
RefSeq_NZ_CP044153.1	IncX1	27094	1.1.1.7.30.2052	1	1	1	7	30	2052
RefSeq_NZ_CP044182.1	IncX1	37696	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP044438.1	IncX1	114090	1.1.1.7.30.818	1	1	1	7	30	818
RefSeq_NZ_CP045188.1	IncX1	115253	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP045839.1	IncX1	84545	1.1.1.7.30.417	1	1	1	7	30	417
RefSeq_NZ_CP045842.1	IncX1	84545	1.1.1.7.30.417	1	1	1	7	30	417
RefSeq_NZ_CP045998.1	IncX1	59353	1.1.1.7.30.225	1	1	1	7	30	225
RefSeq_NZ_CP046001.1	IncX1	73506	1.1.1.7.30.831	1	1	1	7	30	831
RefSeq_NZ_CP046002.1	IncX1	59351	1.1.1.7.30.225	1	1	1	7	30	225
RefSeq_NZ_CP046649.1	IncX1	47885	1.1.1.7.30.1989	1	1	1	7	30	1989
RefSeq_NZ_CP047284.1	IncX1	39531	1.1.1.7.30.1965	1	1	1	7	30	1965
RefSeq_NZ_CP047339.1	IncX1	35955	1.1.1.7.30.2055	1	1	1	7	30	2055
RefSeq_NZ_CP047460.1	IncX1	118248	1.1.1.7.30.521	1	1	1	7	30	521
RefSeq_NZ_CP047466.1	IncX1	114813	1.1.1.7.30.521	1	1	1	7	30	521
RefSeq_NZ_CP047471.1	IncX1	75321	1.1.1.7.30.468	1	1	1	7	30	468
RefSeq_NZ_CP047580.1	IncX1	47443	1.1.1.7.30.1943	1	1	1	7	30	1943
RefSeq_NZ_CP048363.1	IncX1	33876	1.1.1.7.30.182	1	1	1	7	30	182
RefSeq_NZ_CP048777.1	IncX1	27511	1.1.1.7.30.2047	1	1	1	7	30	2047
RefSeq_NZ_CP049121.1	IncX1	50626	1.1.1.7.30.231	1	1	1	7	30	231
RefSeq_NZ_CP050032.1	IncX1	30707	1.1.1.7.30.2104	1	1	1	7	30	2104
RefSeq_NZ_CP050037.1	IncX1	44691	1.1.1.7.30.436	1	1	1	7	30	436
RefSeq_NZ_CP050041.1	IncX1	89748	1.1.1.7.30.1775	1	1	1	7	30	1775
RefSeq_NZ_CP050046.1	IncX1	44690	1.1.1.7.30.403	1	1	1	7	30	403
RefSeq_NZ_CP050049.1	IncX1	27018	1.1.1.7.30.2108	1	1	1	7	30	2108
RefSeq_NZ_CP050174.1	IncX1	97366	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP050707.1	IncX1	108447	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP050710.1	IncX1	90315	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP050713.1	IncX1	106652	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP050717.1	IncX1	90315	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP050724.1	IncX1	115154	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP050759.1	IncX1	29164	1.1.1.7.30.2106	1	1	1	7	30	2106
RefSeq_NZ_CP050765.1	IncX1	30641	1.1.1.7.30.252	1	1	1	7	30	252
RefSeq_NZ_CP050773.1	IncX1	34285	1.1.1.7.30.250	1	1	1	7	30	250
RefSeq_NZ_CP051348.1	IncX1	48581	1.1.1.7.30.73	1	1	1	7	30	73
RefSeq_NZ_CP051393.1	IncX1	51490	1.1.1.7.30.184	1	1	1	7	30	184
RefSeq_NZ_CP051432.1	IncX1	45814	1.1.1.7.30.234	1	1	1	7	30	234
RefSeq_NZ_CP052879.1	IncX1	62933	1.1.1.7.30.1825	1	1	1	7	30	1825
RefSeq_NZ_CP053047.1	IncX1	57105	1.1.1.7.30.259	1	1	1	7	30	259
RefSeq_NZ_CP053050.1	IncX1	54008	1.1.1.7.30.180	1	1	1	7	30	180
RefSeq_NZ_CP053728.1	IncX1	80920	1.1.1.7.30.1863	1	1	1	7	30	1863
RefSeq_NZ_CP053740.1	IncX1	38002	1.1.1.7.30.1951	1	1	1	7	30	1951
RefSeq_NZ_CP054423.1	IncX1	42668	1.1.1.7.30.1960	1	1	1	7	30	1960
RefSeq_NZ_CP055007.1	IncX1	66378	1.1.1.7.30.848	1	1	1	7	30	848
RefSeq_NZ_CP055017.1	IncX1	35655	1.1.1.7.30.302	1	1	1	7	30	302
RefSeq_NZ_CP055026.1	IncX1	47888	1.1.1.7.30.232	1	1	1	7	30	232
RefSeq_NZ_CP055039.1	IncX1	72259	1.1.1.7.30.1869	1	1	1	7	30	1869
RefSeq_NZ_CP055043.1	IncX1	47227	1.1.1.7.30.226	1	1	1	7	30	226
RefSeq_NZ_CP055050.1	IncX1	46569	1.1.1.7.30.261	1	1	1	7	30	261
RefSeq_NZ_CP055073.1	IncX1	46569	1.1.1.7.30.227	1	1	1	7	30	227
RefSeq_NZ_CP055183.1	IncX1	35925	1.1.1.7.30.219	1	1	1	7	30	219
RefSeq_NZ_CP055185.1	IncX1	46569	1.1.1.7.30.261	1	1	1	7	30	261
RefSeq_NZ_CP055807.1	IncX1	52614	1.1.1.7.30.172	1	1	1	7	30	172
RefSeq_NZ_CP056039.1	IncX1	29451	1.1.1.7.30.108	1	1	1	7	30	108
RefSeq_NZ_CP056075.1	IncX1	39140	1.1.1.7.30.2073	1	1	1	7	30	2073
RefSeq_NZ_CP057231.1	IncX1	32364	1.1.1.7.30.1968	1	1	1	7	30	1968
RefSeq_NZ_CP057240.1	IncX1	32364	1.1.1.7.30.1968	1	1	1	7	30	1968
RefSeq_NZ_CP058673.1	IncX1	51521	1.1.1.7.30.60	1	1	1	7	30	60
RefSeq_NZ_CP058711.1	IncX1	104573	1.1.1.7.30.324	1	1	1	7	30	324
RefSeq_NZ_CP058717.1	IncX1	97389	1.1.1.7.30.294	1	1	1	7	30	294
RefSeq_NZ_CP058718.1	IncX1	48680	1.1.1.7.30.441	1	1	1	7	30	441
RefSeq_NZ_CP058721.1	IncX1	90772	1.1.1.7.30.713	1	1	1	7	30	713
RefSeq_NZ_CP058727.1	IncX1	91934	1.1.1.7.30.294	1	1	1	7	30	294
RefSeq_NZ_CP058789.1	IncX1	45031	1.1.1.7.30.269	1	1	1	7	30	269
RefSeq_NZ_CP058797.1	IncX1	53820	1.1.1.7.30.230	1	1	1	7	30	230
RefSeq_NZ_CP058827.1	IncX1	46569	1.1.1.7.30.261	1	1	1	7	30	261
RefSeq_NZ_CP058830.1	IncX1	24419	1.1.1.7.30.2121	1	1	1	7	30	2121
RefSeq_NZ_CP058842.1	IncX1	39202	1.1.1.7.30.168	1	1	1	7	30	168
RefSeq_NZ_CP058855.1	IncX1	39362	1.1.1.7.30.223	1	1	1	7	30	223
RefSeq_NZ_CP059292.1	IncX1	32980	1.1.1.7.30.2027	1	1	1	7	30	2027
RefSeq_NZ_CP059838.1	IncX1	51601	1.1.1.7.30.181	1	1	1	7	30	181
RefSeq_NZ_CP059850.1	IncX1	51531	1.1.1.7.30.421	1	1	1	7	30	421
RefSeq_NZ_CP059949.1	IncX1	37662	1.1.1.7.30.1970	1	1	1	7	30	1970
RefSeq_NZ_CP060077.1	IncX1	50572	1.1.1.7.30.1947	1	1	1	7	30	1947
RefSeq_NZ_CP060133.1	IncX1	176767	1.1.1.7.30.540	1	1	1	7	30	540
RefSeq_NZ_CP060136.1	IncX1	57187	1.1.1.7.30.544	1	1	1	7	30	544
RefSeq_NZ_CP060749.1	IncX1	153051	1.1.1.7.30.1914	1	1	1	7	30	1914
RefSeq_NZ_CP060927.1	IncX1	24892	1.1.1.7.30.109	1	1	1	7	30	109
RefSeq_NZ_CP061104.1	IncX1	39019	1.1.1.7.30.1988	1	1	1	7	30	1988
RefSeq_NZ_CP061750.1	IncX1	129153	1.1.1.7.30.1768	1	1	1	7	30	1768
RefSeq_NZ_CP061976.1	IncX1	24514	1.1.1.7.30.2161	1	1	1	7	30	2161
RefSeq_NZ_CP062857.1	IncX1	44395	1.1.1.7.30.1963	1	1	1	7	30	1963
RefSeq_NZ_CP063333.1	IncX1	109936	1.1.1.7.30.1731	1	1	1	7	30	1731
RefSeq_NZ_CP063344.1	IncX1	27893	1.1.1.7.30.2129	1	1	1	7	30	2129
RefSeq_NZ_CP063351.1	IncX1	48054	1.1.1.7.30.1823	1	1	1	7	30	1823
RefSeq_NZ_CP063475.1	IncX1	47868	1.1.1.7.30.254	1	1	1	7	30	254
RefSeq_NZ_CP063509.1	IncX1	48901	1.1.1.7.30.1949	1	1	1	7	30	1949
RefSeq_NZ_CP063875.1	IncX1	51856	1.1.1.7.30.443	1	1	1	7	30	443
RefSeq_NZ_CP063984.1	IncX1	24185	1.1.1.7.30.290	1	1	1	7	30	290
RefSeq_NZ_CP064008.1	IncX1	64994	1.1.1.7.30.545	1	1	1	7	30	545
RefSeq_NZ_CP064011.1	IncX1	35824	1.1.1.7.30.2141	1	1	1	7	30	2141
RefSeq_NZ_CP064012.1	IncX1	43656	1.1.1.7.30.2101	1	1	1	7	30	2101
RefSeq_NZ_CP064018.1	IncX1	53563	1.1.1.7.30.277	1	1	1	7	30	277
RefSeq_NZ_CP064020.1	IncX1	32893	1.1.1.7.30.2023	1	1	1	7	30	2023
RefSeq_NZ_CP064024.1	IncX1	45489	1.1.1.7.30.2113	1	1	1	7	30	2113
RefSeq_NZ_CP064025.1	IncX1	46548	1.1.1.7.30.236	1	1	1	7	30	236
RefSeq_NZ_CP065103.1	IncX1	47397	1.1.1.7.30.261	1	1	1	7	30	261
RefSeq_NZ_CP065113.1	IncX1	47085	1.1.1.7.30.1943	1	1	1	7	30	1943
RefSeq_NZ_CP065620.1	IncX1	29236	1.1.1.7.30.292	1	1	1	7	30	292
RefSeq_NZ_CP066146.1	IncX1	24185	1.1.1.7.30.290	1	1	1	7	30	290
RefSeq_NZ_CP066852.1	IncX1	37718	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP067238.1	IncX1	25897	1.1.1.7.30.323	1	1	1	7	30	323
RefSeq_NZ_CP067252.1	IncX1	46067	1.1.1.7.30.2040	1	1	1	7	30	2040
RefSeq_NZ_CP068040.1	IncX1	126454	1.1.1.7.30.794	1	1	1	7	30	794
RefSeq_NZ_CP068387.1	IncX1	67734	1.1.1.7.30.2005	1	1	1	7	30	2005
RefSeq_NZ_CP069446.1	IncX1	36124	1.1.1.7.30.1967	1	1	1	7	30	1967
RefSeq_NZ_CP069694.1	IncX1	56897	1.1.1.7.30.1995	1	1	1	7	30	1995
RefSeq_NZ_CP069708.1	IncX1	77243	1.1.1.7.30.808	1	1	1	7	30	808
RefSeq_NZ_CP069711.1	IncX1	120379	1.1.1.7.30.828	1	1	1	7	30	828
RefSeq_NZ_CP070925.1	IncX1	50323	1.1.1.7.30.255	1	1	1	7	30	255
RefSeq_NZ_CP070958.1	IncX1	46743	1.1.1.7.30.59	1	1	1	7	30	59
RefSeq_NZ_CP071437.1	IncX1	37036	1.1.1.7.30.2130	1	1	1	7	30	2130
RefSeq_NZ_CP071688.1	IncX1	29336	1.1.1.7.30.140	1	1	1	7	30	140
RefSeq_NZ_CP071692.1	IncX1	24484	1.1.1.7.30.247	1	1	1	7	30	247
RefSeq_NZ_CP071695.1	IncX1	24484	1.1.1.7.30.247	1	1	1	7	30	247
RefSeq_NZ_CP073937.1	IncX1	46249	1.1.1.7.30.213	1	1	1	7	30	213
RefSeq_NZ_CP073956.1	IncX1	38404	1.1.1.7.30.198	1	1	1	7	30	198
RefSeq_NZ_CP073998.1	IncX1	42865	1.1.1.7.30.1948	1	1	1	7	30	1948
RefSeq_NZ_CP074022.1	IncX1	54950	1.1.1.7.30.175	1	1	1	7	30	175
RefSeq_NZ_CP074025.1	IncX1	49405	1.1.1.7.30.244	1	1	1	7	30	244
RefSeq_NZ_CP074029.1	IncX1	32666	1.1.1.7.30.2153	1	1	1	7	30	2153
RefSeq_NZ_CP074050.1	IncX1	19393	1.1.1.7.30.2172	1	1	1	7	30	2172
RefSeq_NZ_CP074426.1	IncX1	101606	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP074431.1	IncX1	24486	1.1.1.7.30.167	1	1	1	7	30	167
RefSeq_NZ_CP075114.1	IncX1	74688	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP075124.1	IncX1	33067	1.1.1.7.30.190	1	1	1	7	30	190
RefSeq_NZ_CP075261.1	IncX1	151651	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_CP075463.1	IncX1	97500	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP075467.1	IncX1	103081	1.1.1.7.30.817	1	1	1	7	30	817
RefSeq_NZ_CP075470.1	IncX1	101476	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP075471.1	IncX1	122563	1.1.1.7.30.810	1	1	1	7	30	810
RefSeq_NZ_CP075473.1	IncX1	148421	1.1.1.7.30.810	1	1	1	7	30	810
RefSeq_NZ_CP075479.1	IncX1	102128	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP075481.1	IncX1	103246	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP075485.1	IncX1	115741	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP075486.1	IncX1	130047	1.1.1.7.30.810	1	1	1	7	30	810
RefSeq_NZ_CP075724.1	IncX1	91697	1.1.1.7.30.1866	1	1	1	7	30	1866
RefSeq_NZ_CP075742.1	IncX1	49708	1.1.1.7.30.1949	1	1	1	7	30	1949
RefSeq_NZ_CP076346.1	IncX1	44199	1.1.1.7.30.1972	1	1	1	7	30	1972
RefSeq_NZ_CP076520.1	IncX1	78128	1.1.1.7.30.1802	1	1	1	7	30	1802
RefSeq_NZ_CP076649.1	IncX1	79203	1.1.1.7.30.1894	1	1	1	7	30	1894
RefSeq_NZ_CP076650.1	IncX1	90896	1.1.1.7.30.542	1	1	1	7	30	542
RefSeq_NZ_CP076708.1	IncX1	48944	1.1.1.7.30.1993	1	1	1	7	30	1993
RefSeq_NZ_CP077762.1	IncX1	56404	1.1.1.7.30.1995	1	1	1	7	30	1995
RefSeq_NZ_CP079886.1	IncX1	66077	1.1.1.7.30.1816	1	1	1	7	30	1816
RefSeq_NZ_CP079894.1	IncX1	30790	1.1.1.7.30.220	1	1	1	7	30	220
RefSeq_NZ_CP080058.1	IncX1	104551	1.1.1.7.30.819	1	1	1	7	30	819
RefSeq_NZ_CP080068.1	IncX1	39170	1.1.1.7.30.2056	1	1	1	7	30	2056
RefSeq_NZ_CP080071.1	IncX1	16714	1.1.1.7.30.2156	1	1	1	7	30	2156
RefSeq_NZ_CP080077.1	IncX1	51975	1.1.1.7.30.225	1	1	1	7	30	225
RefSeq_NZ_CP080081.1	IncX1	246552	1.1.1.7.30.751	1	1	1	7	30	751
RefSeq_NZ_CP080086.1	IncX1	36179	1.1.1.7.30.274	1	1	1	7	30	274
RefSeq_NZ_CP080093.1	IncX1	56813	1.1.1.7.30.2003	1	1	1	7	30	2003
RefSeq_NZ_CP080137.1	IncX1	49201	1.1.1.7.30.263	1	1	1	7	30	263
RefSeq_NZ_CP080228.1	IncX1	86378	1.1.1.7.30.484	1	1	1	7	30	484
RefSeq_NZ_CP080234.1	IncX1	77484	1.1.1.7.30.318	1	1	1	7	30	318
RefSeq_NZ_CP080237.1	IncX1	54694	1.1.1.7.30.411	1	1	1	7	30	411
RefSeq_NZ_CP081012.1	IncX1	24185	1.1.1.7.30.62	1	1	1	7	30	62
RefSeq_NZ_CP081814.1	IncX1	47219	1.1.1.7.30.242	1	1	1	7	30	242
RefSeq_NZ_CP085980.1	IncX1	53986	1.1.1.7.30.177	1	1	1	7	30	177
RefSeq_NZ_CP085985.1	IncX1	53154	1.1.1.7.30.177	1	1	1	7	30	177
RefSeq_NZ_CP086609.1	IncX1	46074	1.1.1.7.30.73	1	1	1	7	30	73
RefSeq_NZ_CP086680.1	IncX1	46324	1.1.1.7.30.2115	1	1	1	7	30	2115
RefSeq_NZ_CP089440.1	IncX1	48371	1.1.1.7.30.228	1	1	1	7	30	228
RefSeq_NZ_CP090215.1	IncX1	41043	1.1.1.7.30.133	1	1	1	7	30	133
RefSeq_NZ_CP090380.1	IncX1	41043	1.1.1.7.30.133	1	1	1	7	30	133
RefSeq_NZ_CP090573.1	IncX1	41043	1.1.1.7.30.133	1	1	1	7	30	133
RefSeq_NZ_CP091672.1	IncX1	224424	1.1.1.7.30.1606	1	1	1	7	30	1606
RefSeq_NZ_CP091674.1	IncX1	18520	1.1.1.7.30.155	1	1	1	7	30	155
RefSeq_NZ_CP092260.1	IncX1	38906	1.1.1.7.30.251	1	1	1	7	30	251
RefSeq_NZ_CP095089.1	IncX1	36460	1.1.1.7.30.2032	1	1	1	7	30	2032
RefSeq_NZ_CP095451.1	IncX1	92017	1.1.1.7.30.844	1	1	1	7	30	844
RefSeq_NZ_CP095788.1	IncX1	144572	1.1.1.7.30.2036	1	1	1	7	30	2036
RefSeq_NZ_CP096836.1	IncX1	43439	1.1.1.7.30.299	1	1	1	7	30	299
RefSeq_NZ_CP096838.1	IncX1	54649	1.1.1.7.30.404	1	1	1	7	30	404
RefSeq_NZ_CP097182.1	IncX1	104161	1.1.1.7.30.816	1	1	1	7	30	816
RefSeq_NZ_CP097194.1	IncX1	43761	1.1.1.7.30.276	1	1	1	7	30	276
RefSeq_NZ_CP097201.1	IncX1	49214	1.1.1.7.30.260	1	1	1	7	30	260
RefSeq_NZ_CP097372.1	IncX1	34418	1.1.1.7.30.182	1	1	1	7	30	182
RefSeq_NZ_CP097715.1	IncX1	42571	1.1.1.7.30.271	1	1	1	7	30	271
RefSeq_NZ_CP097723.1	IncX1	39219	1.1.1.7.30.217	1	1	1	7	30	217
RefSeq_NZ_CP097725.1	IncX1	42570	1.1.1.7.30.218	1	1	1	7	30	218
RefSeq_NZ_CP099336.1	IncX1	46121	1.1.1.7.30.59	1	1	1	7	30	59
RefSeq_NZ_CP099342.1	IncX1	45944	1.1.1.7.30.59	1	1	1	7	30	59
RefSeq_NZ_CP099974.1	IncX1	29336	1.1.1.7.30.140	1	1	1	7	30	140
RefSeq_NZ_CP100668.1	IncX1	29336	1.1.1.7.30.140	1	1	1	7	30	140
RefSeq_NZ_CP100726.1	IncX1	24484	1.1.1.7.30.247	1	1	1	7	30	247
RefSeq_NZ_CP101266.1	IncX1	46712	1.1.1.7.30.228	1	1	1	7	30	228
RefSeq_NZ_CP101668.1	IncX1	72916	1.1.1.7.30.442	1	1	1	7	30	442
RefSeq_NZ_CP101736.1	IncX1	37511	1.1.1.7.30.2100	1	1	1	7	30	2100
RefSeq_NZ_CP101927.1	IncX1	24185	1.1.1.7.30.62	1	1	1	7	30	62
RefSeq_NZ_CP102828.1	IncX1	237848	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_CP102858.1	IncX1	40630	1.1.1.7.30.1961	1	1	1	7	30	1961
RefSeq_NZ_CP103531.1	IncX1	54200	1.1.1.7.30.178	1	1	1	7	30	178
RefSeq_NZ_CP103537.1	IncX1	31691	1.1.1.7.30.202	1	1	1	7	30	202
RefSeq_NZ_CP103599.1	IncX1	34426	1.1.1.7.30.245	1	1	1	7	30	245
RefSeq_NZ_CP104080.1	IncX1	61731	1.1.1.7.30.1798	1	1	1	7	30	1798
RefSeq_NZ_CP104199.1	IncX1	49316	1.1.1.7.30.303	1	1	1	7	30	303
RefSeq_NZ_CP104327.1	IncX1	162761	1.1.1.7.30.1190	1	1	1	7	30	1190
RefSeq_NZ_CP104331.1	IncX1	161931	1.1.1.7.30.1190	1	1	1	7	30	1190
RefSeq_NZ_CP104480.1	IncX1	44362	1.1.1.7.30.1957	1	1	1	7	30	1957
RefSeq_NZ_CP104489.1	IncX1	44362	1.1.1.7.30.1957	1	1	1	7	30	1957
RefSeq_NZ_CP104506.1	IncX1	39219	1.1.1.7.30.217	1	1	1	7	30	217
RefSeq_NZ_CP104542.1	IncX1	41465	1.1.1.7.30.1959	1	1	1	7	30	1959
RefSeq_NZ_CP104600.1	IncX1	94780	1.1.1.7.30.845	1	1	1	7	30	845
RefSeq_NZ_CP104615.1	IncX1	95335	1.1.1.7.30.843	1	1	1	7	30	843
RefSeq_NZ_CP104623.1	IncX1	30784	1.1.1.7.30.323	1	1	1	7	30	323
RefSeq_NZ_CP104859.1	IncX1	79524	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP107012.1	IncX1	35442	1.1.1.7.30.1956	1	1	1	7	30	1956
RefSeq_NZ_CP107434.1	IncX1	118453	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP110124.1	IncX1	31314	1.1.1.7.30.253	1	1	1	7	30	253
RefSeq_NZ_CP110156.1	IncX1	29087	1.1.1.7.30.323	1	1	1	7	30	323
RefSeq_NZ_CP110163.1	IncX1	30049	1.1.1.7.30.322	1	1	1	7	30	322
RefSeq_NZ_CP110815.1	IncX1	162755	1.1.1.7.30.1190	1	1	1	7	30	1190
RefSeq_NZ_CP110817.1	IncX1	161920	1.1.1.7.30.1190	1	1	1	7	30	1190
RefSeq_NZ_CP110980.1	IncX1	31816	1.1.1.7.30.253	1	1	1	7	30	253
RefSeq_NZ_CP113193.1	IncX1	350595	1.1.1.7.30.745	1	1	1	7	30	745
RefSeq_NZ_CP113199.1	IncX1	36155	1.1.1.7.30.243	1	1	1	7	30	243
RefSeq_NZ_CP113206.1	IncX1	36155	1.1.1.7.30.243	1	1	1	7	30	243
RefSeq_NZ_CP114793.1	IncX1	40480	1.1.1.7.30.224	1	1	1	7	30	224
RefSeq_NZ_CP115316.1	IncX1	10121	1.1.1.7.23.41	1	1	1	7	23	41
RefSeq_NZ_CP115354.1	IncX1	45497	1.1.1.7.30.1971	1	1	1	7	30	1971
RefSeq_NZ_CP115360.1	IncX1	16660	1.1.1.7.30.2096	1	1	1	7	30	2096
RefSeq_NZ_CP115368.1	IncX1	43410	1.1.1.7.30.2019	1	1	1	7	30	2019
RefSeq_NZ_CP115825.1	IncX1	47686	1.1.1.7.30.1958	1	1	1	7	30	1958
RefSeq_NZ_CP116043.1	IncX1	40085	1.1.1.7.30.1977	1	1	1	7	30	1977
RefSeq_NZ_CP116155.1	IncX1	44960	1.1.1.7.30.295	1	1	1	7	30	295
RefSeq_NZ_CP116484.1	IncX1	18808	1.1.1.7.32.2182	1	1	1	7	32	2182
RefSeq_NZ_CP116979.1	IncX1	51743	1.1.1.7.30.272	1	1	1	7	30	272
RefSeq_NZ_CP116984.1	IncX1	51555	1.1.1.7.30.260	1	1	1	7	30	260
RefSeq_NZ_CP117236.1	IncX1	24185	1.1.1.7.30.290	1	1	1	7	30	290
RefSeq_NZ_CP117337.1	IncX1	150540	1.1.1.7.30.391	1	1	1	7	30	391
RefSeq_NZ_CP117342.1	IncX1	75130	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP117345.1	IncX1	74562	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP117347.1	IncX1	178387	1.1.1.7.30.374	1	1	1	7	30	374
RefSeq_NZ_CP117353.1	IncX1	74850	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP117356.1	IncX1	75391	1.1.1.7.30.329	1	1	1	7	30	329
