plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	nn_distance	nn_training_id	source
OW969721.1	IncFII	100.0	256834	1.1.3.42.150.1863	1	1	3	42	150	1863	0.00032	RefSeq_NZ_CP037929.1	reference
OW969722.1	ColRNAI	100.0	14708	1.1.3.42.133.449	1	1	3	42	133	449	0.000637	CP080660.1	reference
OW969723.1	IncX1	79.8	2101	1.1.5893.23322.35693.57335	1	1	5893	23322	35693	57335	0.071665	RefSeq_NZ_CP034848.1	reference
OW969725.1	IncFII	100.0	159426	1.1.3.42.150.1718	1	1	3	42	150	1718	0.000782	RefSeq_NZ_MK124610.1	reference
OW969726.1	repPae_small	100.0	40408	1.1.3.42.146.497	1	1	3	42	146	497	9.6e-05	NZ_CP116230.1	reference
OW969727.1	IncFII	80.2	5252	1.1.3.23323.35694.57336	1	1	3	23323	35694	57336	0.035573	RefSeq_NZ_CP017585.1	reference
OW969728.1	IncFII	80.4	3223	1.1.3.23324.35695.57337	1	1	3	23324	35695	57337	0.047579	RefSeq_NZ_MF788069.1	reference
OW969730.1	IncFII	100.0	212171	1.1.3.42.150.1863	1	1	3	42	150	1863	5e-06	RefSeq_NZ_CP124828.1	reference
OW969731.1	IncFII	82.4	65499	1.1.3.42.150.57338	1	1	3	42	150	57338	0.003044	RefSeq_NC_021502.1	reference
OW969732.1	IncX1	79.6	51281	1.1.3.42.150.57339	1	1	3	42	150	57339	0.003627	RefSeq_NZ_CP032988.1	reference
OW969734.1	IncFII	100.0	287806	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000466	RefSeq_NZ_VXIY01000008.1	reference
OW969735.1	IncFII	82.1	65498	1.1.3.42.150.57340	1	1	3	42	150	57340	0.003054	RefSeq_NC_021502.1	reference
OW969739.1	IncFII	100.0	212171	1.1.3.42.150.1863	1	1	3	42	150	1863	6e-06	RefSeq_NZ_CP124828.1	reference
OW969740.1	IncX1	61.9	91270	1.1.3.42.150.57341	1	1	3	42	150	57341	0.003284	RefSeq_NZ_CP033379.1	reference
OW969742.1	IncFII	100.0	138749	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000471	RefSeq_NZ_CP129766.1	reference
OW969743.1	IncFII	82.6	64721	1.1.3.42.150.57342	1	1	3	42	150	57342	0.003053	RefSeq_NC_021502.1	reference
OW969744.1	IncFII	100.0	53142	1.1.3.42.150.57343	1	1	3	42	150	57343	0.009377	RefSeq_NZ_JAZDCS010000009.1	reference
OW969745.1	IncFII	79.3	39710	1.1.3.42.150.57344	1	1	3	42	150	57344	0.00509	NZ_CP140474.1	reference
OW969747.1	IncFII	29.9	403254	1.1.3.42.150.57345	1	1	3	42	150	57345	0.001129	RefSeq_NZ_MN182750.1	reference
OW969748.1	IncFII	82.3	63589	1.1.3.42.150.57346	1	1	3	42	150	57346	0.003509	RefSeq_NC_021502.1	reference
OW969749.1	IncFII	60.0	1459	1.1.5894.23325.35696.57347	1	1	5894	23325	35696	57347	0.076672	RefSeq_NZ_CP089398.1	reference
OW969754.1	IncFII	100.0	193601	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000105	RefSeq_NZ_CP066535.1	reference
OW969756.1	IncFII	100.0	182093	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000181	RefSeq_NZ_CP031583.1	reference
OW969757.1	IncFII	40.3	83793	1.1.3.42.150.57348	1	1	3	42	150	57348	0.003865	RefSeq_NZ_CP069711.1	reference
OW969758.1	IncFII	82.5	64718	1.1.3.42.150.57349	1	1	3	42	150	57349	0.003559	RefSeq_NC_021502.1	reference
OW969759.1	IncX1	60.7	5379	1.1.3.23326.35697.57350	1	1	3	23326	35697	57350	0.028622	RefSeq_NC_019254.1	reference
OW969760.1	IncX1	100.0	3541	1.1.3.23327.35698.57351	1	1	3	23327	35698	57351	0.047786	RefSeq_NZ_CM001145.1	reference
OW969762.1	IncFII	100.0	236630	1.1.3.42.150.1863	1	1	3	42	150	1863	8.6e-05	RefSeq_NZ_CP065164.1	reference
OW969763.1	IncFII	100.0	83352	1.1.3.42.150.1899	1	1	3	42	150	1899	0.000865	RefSeq_NZ_AP019690.1	reference
OW969764.1	IncFII	82.1	65498	1.1.3.42.150.57352	1	1	3	42	150	57352	0.003054	RefSeq_NC_021502.1	reference
OW969766.1	IncFIBK	56.3	103057	1.1.3.42.150.1820	1	1	3	42	150	1820	0.000245	CP058800.1	reference
OW969767.1	IncFII	82.1	65498	1.1.3.42.150.57353	1	1	3	42	150	57353	0.003052	RefSeq_NC_021502.1	reference
OW969769.1	IncFII	100.0	194864	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	RefSeq_NZ_CP098172.1	reference
OW969770.1	IncFII	82.5	65498	1.1.3.42.150.57354	1	1	3	42	150	57354	0.002972	RefSeq_NC_021502.1	reference
OW969771.1	IncN	59.3	3991	1.1.3.23328.35699.57355	1	1	3	23328	35699	57355	0.035985	RefSeq_NZ_CP017586.1	reference
OW969773.1	IncFII	80.1	223830	1.1.3.42.150.1863	1	1	3	42	150	1863	0.00034	RefSeq_NZ_OU342707.1	reference
OW969774.1	IncFII	100.0	117630	1.1.3.42.150.1832	1	1	3	42	150	1832	0.00048	RefSeq_NZ_OW970453.1	reference
OW969775.1	IncFII	82.1	65498	1.1.3.42.150.57356	1	1	3	42	150	57356	0.003052	RefSeq_NC_021502.1	reference
OW969776.1	IncFII	100.0	54404	1.1.3.42.150.57357	1	1	3	42	150	57357	0.009384	RefSeq_NZ_CP090128.1	reference
OW969777.1	IncX1	80.5	4167	1.1.3.23329.35700.57358	1	1	3	23329	35700	57358	0.03863	RefSeq_NZ_LS999563.1	reference
OW969779.1	IncFII	100.0	263040	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000212	RefSeq_NZ_JAHBNS010000002.1	reference
OW969780.1	ColE	64.0	13636	1.1.3.42.133.449	1	1	3	42	133	449	3e-06	NZ_CP110961.1	reference
OW969785.1	IncHI2	65.7	314075	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000501	NZ_CP080108.1	reference
OW969786.1	IncX1	59.1	61766	1.1.3.42.150.57359	1	1	3	42	150	57359	0.004743	NZ_CP140476.1	reference
OW969787.1	repPae_small	100.0	39386	1.1.3.42.146.497	1	1	3	42	146	497	0.000201	NZ_CP116230.1	reference
OW969788.1	IncFII	60.5	2317	1.1.5895.23330.35701.57360	1	1	5895	23330	35701	57360	0.057419	RefSeq_NZ_KX858825.1	reference
OW969790.1	IncFII	100.0	148814	1.1.3.42.150.57361	1	1	3	42	150	57361	0.001386	RefSeq_NZ_CP055176.1	reference
OW969791.1	IncX3	79.8	53718	1.1.3.42.150.57362	1	1	3	42	150	57362	0.008499	NZ_MG570092.1	reference
OW969792.1	repPae_small	100.0	39797	1.1.3.42.146.497	1	1	3	42	146	497	8e-06	NZ_CP116230.1	reference
OW969794.1	IncFII	100.0	214043	1.1.3.42.150.1863	1	1	3	42	150	1863	4.8e-05	RefSeq_NZ_CP082155.1	reference
OW969795.1	IncX1	45.5	64177	1.1.3.42.150.57363	1	1	3	42	150	57363	0.002944	RefSeq_NZ_CP019395.1	reference
OW969796.1	repPae_small	100.0	39182	1.1.3.42.146.497	1	1	3	42	146	497	0.000154	NZ_CP116230.1	reference
OW969798.1	IncFII	41.1	157881	1.1.3.42.150.57364	1	1	3	42	150	57364	0.001711	RefSeq_NZ_CP138824.1	reference
OW969799.1	IncFII	80.6	87775	1.1.3.42.150.57365	1	1	3	42	150	57365	0.002215	RefSeq_NZ_CP070159.1	reference
OW969800.1	IncFII	82.3	63570	1.1.3.42.150.57366	1	1	3	42	150	57366	0.003519	RefSeq_NC_021502.1	reference
OW969801.1	IncFII	100.0	5114	1.1.3.23331.35702.57367	1	1	3	23331	35702	57367	0.036443	RefSeq_NZ_KP008371.1	reference
OW969803.1	IncFII	67.6	188246	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000206	NZ_CP070582.1	reference
OW969804.1	IncFII	82.1	65498	1.1.3.42.150.57368	1	1	3	42	150	57368	0.003054	RefSeq_NC_021502.1	reference
OW969806.1	IncFII	100.0	110622	1.1.3.42.150.57369	1	1	3	42	150	57369	0.002	RefSeq_NZ_MZ606382.1	reference
OW969807.1	IncFII	100.0	91304	1.1.3.42.150.57370	1	1	3	42	150	57370	0.001228	RefSeq_NZ_CP055594.1	reference
OW969808.1	IncFII	100.0	53236	1.1.3.42.150.57371	1	1	3	42	150	57371	0.008744	RefSeq_NZ_CP090128.1	reference
OW969809.1	repPae_small	100.0	39216	1.1.3.42.146.497	1	1	3	42	146	497	0.000139	NZ_CP116230.1	reference
OW969810.1	ColRNAI	64.9	4163	1.1.3.72.260.57372	1	1	3	72	260	57372	0.005919	NZ_CP027041.1	reference
OW969811.1	IncFII	100.0	4052	1.1.3.23332.35703.57373	1	1	3	23332	35703	57373	0.03346	RefSeq_NZ_CP020338.1	reference
OW969813.1	IncFII	82.8	110140	1.1.3.42.150.57374	1	1	3	42	150	57374	0.00205	RefSeq_NZ_MZ606382.1	reference
OW969814.1	IncFII	100.0	91304	1.1.3.42.150.57375	1	1	3	42	150	57375	0.001234	RefSeq_NZ_CP055594.1	reference
OW969815.1	IncFII	100.0	53236	1.1.3.42.150.57376	1	1	3	42	150	57376	0.008747	RefSeq_NZ_CP090128.1	reference
OW969816.1	repPae_small	100.0	39199	1.1.3.42.146.497	1	1	3	42	146	497	0.000144	NZ_CP116230.1	reference
OW969817.1	ColRNAI	64.9	4163	1.1.3.72.260.57377	1	1	3	72	260	57377	0.005884	NZ_CP027041.1	reference
OW969818.1	IncFII	100.0	4052	1.1.3.23333.35704.57378	1	1	3	23333	35704	57378	0.032912	RefSeq_NZ_MT810370.1	reference
OW969820.1	IncFII	100.0	217985	1.1.3.42.150.1863	1	1	3	42	150	1863	5.5e-05	RefSeq_NZ_CP082155.1	reference
OW969821.1	IncX1	80.0	65517	1.1.3.42.150.57379	1	1	3	42	150	57379	0.003384	RefSeq_NZ_CP044438.1	reference
OW969822.1	repPae_small	100.0	43808	1.1.3.42.146.57380	1	1	3	42	146	57380	0.001454	NZ_CP116230.1	reference
OW969824.1	IncFII	78.3	232048	1.1.3.42.35705.57381	1	1	3	42	35705	57381	0.012521	RefSeq_NZ_MN823990.1	reference
OW969825.1	IncX1	79.9	63955	1.1.3.42.150.57382	1	1	3	42	150	57382	0.002994	RefSeq_NZ_CP095451.1	reference
OW969826.1	repPae_small	100.0	39182	1.1.3.42.146.497	1	1	3	42	146	497	0.000154	NZ_CP116230.1	reference
OW969828.1	IncFII	60.6	155325	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000553	RefSeq_NZ_CP055992.1	reference
OW969829.1	IncFII	82.5	64314	1.1.3.42.150.57383	1	1	3	42	150	57383	0.003432	RefSeq_NC_021502.1	reference
OW969831.1	IncFII	100.0	190220	1.1.3.42.150.1863	1	1	3	42	150	1863	8.4e-05	RefSeq_NZ_CP083072.1	reference
OW969832.1	IncFII	62.7	52442	1.1.3.42.150.57384	1	1	3	42	150	57384	0.003868	RefSeq_NC_021502.1	reference
OW969833.1	IncN	60.0	2927	1.1.3.23334.35706.57385	1	1	3	23334	35706	57385	0.041326	RefSeq_NZ_CP065953.1	reference
OW969835.1	IncFII	80.0	210940	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000532	RefSeq_NZ_OU342707.1	reference
OW969836.1	IncFII	82.1	65498	1.1.3.42.150.57386	1	1	3	42	150	57386	0.003054	RefSeq_NC_021502.1	reference
OW969837.1	IncFII	78.0	63850	1.1.3.42.150.57387	1	1	3	42	150	57387	0.002054	NZ_MT415058.1	reference
OW969838.1	ColRNAI	100.0	11955	1.1.3.42.142.57388	1	1	3	42	142	57388	0.006172	NZ_CP080314.1	reference
OW969840.1	IncX1	35.7	308562	1.1.3.42.150.1399	1	1	3	42	150	1399	0.000677	RefSeq_NZ_OL348379.1	reference
OW969841.1	IncFII	100.0	240138	1.1.3.42.150.1863	1	1	3	42	150	1863	3.8e-05	RefSeq_NZ_CP121146.1	reference
OW969842.1	IncFII	82.3	63589	1.1.3.42.150.57389	1	1	3	42	150	57389	0.003514	RefSeq_NC_021502.1	reference
OW969843.1	IncX1	58.9	3991	1.1.3.23335.35707.57390	1	1	3	23335	35707	57390	0.03436	RefSeq_NZ_CP020905.1	reference
OW969844.1	IncFII	79.4	3670	1.1.3.23336.35708.57391	1	1	3	23336	35708	57391	0.038838	NZ_CP053775.1	reference
OW969845.1	ColRNAI	79.9	3516	1.1.3.23337.35709.57392	1	1	3	23337	35709	57392	0.039838	RefSeq_NZ_QWDG01000005.1	reference
OW969846.1	ColRNAI	98.5	2058	1.1.1.1.1.1	1	1	1	1	1	1	0.000556	NZ_CP140480.1	reference
OW969847.1	IncFII	40.3	1949	1.1.5896.23338.35710.57393	1	1	5896	23338	35710	57393	0.066793	RefSeq_NZ_CP129786.1	reference
OW969848.1	IncN	60.0	1551	1.1.5897.23339.35711.57394	1	1	5897	23339	35711	57394	0.092365	NZ_MH105050.1	reference
OW969850.1	IncFII	100.0	214043	1.1.3.42.150.1863	1	1	3	42	150	1863	4.8e-05	RefSeq_NZ_CP082155.1	reference
OW969851.1	IncX1	61.6	64066	1.1.3.42.150.57395	1	1	3	42	150	57395	0.003022	RefSeq_NZ_CP095451.1	reference
OW969852.1	repPae_small	100.0	39216	1.1.3.42.146.497	1	1	3	42	146	497	0.00014	NZ_CP116230.1	reference
OW969854.1	IncFII	100.0	214043	1.1.3.42.150.1863	1	1	3	42	150	1863	4.8e-05	RefSeq_NZ_CP082155.1	reference
OW969855.1	IncX1	45.4	63955	1.1.3.42.150.57396	1	1	3	42	150	57396	0.002917	RefSeq_NZ_CP019395.1	reference
OW969856.1	repPae_small	100.0	39199	1.1.3.42.146.497	1	1	3	42	146	497	0.000146	NZ_CP116230.1	reference
OW969858.1	IncFII	47.2	306150	1.1.3.42.150.57397	1	1	3	42	150	57397	0.001078	RefSeq_NZ_CP020902.1	reference
OW969859.1	IncFII	61.7	213717	1.1.3.42.150.57398	1	1	3	42	150	57398	0.001036	RefSeq_NZ_CP138824.1	reference
OW969860.1	repPae_small	100.0	40441	1.1.3.42.146.497	1	1	3	42	146	497	0.00015	NZ_CP116230.1	reference
OW969862.1	IncFII	100.0	214043	1.1.3.42.150.1863	1	1	3	42	150	1863	4.8e-05	RefSeq_NZ_CP082155.1	reference
OW969863.1	IncX1	61.6	64066	1.1.3.42.150.57399	1	1	3	42	150	57399	0.003022	RefSeq_NZ_CP095451.1	reference
OW969864.1	repPae_small	100.0	39148	1.1.3.42.146.497	1	1	3	42	146	497	0.000177	NZ_CP116230.1	reference
OW969866.1	IncFII	100.0	205280	1.1.3.42.150.1863	1	1	3	42	150	1863	1e-06	RefSeq_NZ_CP015823.1	reference
OW969867.1	IncFII	81.6	114203	1.1.3.42.150.1863	1	1	3	42	150	1863	0.00018	RefSeq_NZ_OQ821111.1	reference
OW969868.1	IncX3	100.0	43380	1.1.3.42.150.793	1	1	3	42	150	793	0.0	NZ_CP070561.1	reference
OW969869.1	ColE	63.7	13636	1.1.3.42.133.449	1	1	3	42	133	449	3e-06	NZ_CP110961.1	reference
OW969871.1	IncFII	100.0	224789	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000151	RefSeq_NZ_CP129695.1	reference
OW969872.1	IncFII	82.3	63589	1.1.3.42.150.57400	1	1	3	42	150	57400	0.003509	RefSeq_NC_021502.1	reference
OW969873.1	IncN	100.0	40104	1.1.3.42.150.57401	1	1	3	42	150	57401	0.001416	RefSeq_NZ_CP085759.1	reference
OW969874.1	IncFII	57.2	4593	1.1.3.23340.35712.57402	1	1	3	23340	35712	57402	0.031572	CP014198.2	reference
OW969901.1	IncFII	100.0	214042	1.1.3.42.150.1863	1	1	3	42	150	1863	4.8e-05	RefSeq_NZ_CP082155.1	reference
OW969902.1	IncX1	47.3	53245	1.1.3.42.150.57403	1	1	3	42	150	57403	0.002727	RefSeq_NZ_CP019395.1	reference
OW969903.1	repPae_small	100.0	39388	1.1.3.42.146.497	1	1	3	42	146	497	0.00021	NZ_CP116230.1	reference
OW969917.1	IncFII	100.0	109587	1.1.3.42.150.57404	1	1	3	42	150	57404	0.003036	RefSeq_NZ_CP126874.1	reference
OW969918.1	IncFII	100.0	104126	1.1.3.42.150.57405	1	1	3	42	150	57405	0.001023	RefSeq_NZ_CP083632.1	reference
OW969920.1	IncFII	46.3	347740	1.1.3.42.150.1887	1	1	3	42	150	1887	0.000807	RefSeq_NZ_CP095646.1	reference
OW969921.1	IncN	59.3	3991	1.1.3.23341.35713.57406	1	1	3	23341	35713	57406	0.035601	RefSeq_NZ_CP017586.1	reference
OW969922.1	IncFII	79.3	3670	1.1.3.23342.35714.57407	1	1	3	23342	35714	57407	0.038681	NZ_CP053775.1	reference
OW969923.1	ColRNAI	79.9	3516	1.1.3.23343.35715.57408	1	1	3	23343	35715	57408	0.03981	RefSeq_NZ_QWDG01000005.1	reference
OW969924.1	ColRNAI	98.4	2058	1.1.1.1.1.1	1	1	1	1	1	1	0.000607	NZ_CP140480.1	reference
OW969925.1	IncFII	40.3	1949	1.1.5898.23344.35716.57409	1	1	5898	23344	35716	57409	0.066667	RefSeq_NZ_CP129786.1	reference
OW969926.1	IncN	60.0	1551	1.1.5899.23345.35717.57410	1	1	5899	23345	35717	57410	0.092365	NZ_MH105050.1	reference
OW969934.1	IncN	59.7	269451	1.1.3.42.150.1393	1	1	3	42	150	1393	0.000742	NZ_CP059469.1	reference
OW969935.1	IncFII	79.4	102377	1.1.3.42.150.57411	1	1	3	42	150	57411	0.001647	RefSeq_NZ_CP023875.1	reference
OW969936.1	IncX1	80.5	4167	1.1.3.23346.35718.57412	1	1	3	23346	35718	57412	0.038535	RefSeq_NZ_LS999563.1	reference
OW969937.1	IncX1	100.0	3897	1.1.3.23347.35719.57413	1	1	3	23347	35719	57413	0.034765	RefSeq_NZ_CP027574.1	reference
OW969939.1	IncFII	100.0	121292	1.1.3.42.150.57414	1	1	3	42	150	57414	0.001421	RefSeq_NZ_CP118399.1	reference
OW969940.1	IncFII	82.1	65498	1.1.3.42.150.57415	1	1	3	42	150	57415	0.003045	RefSeq_NC_021502.1	reference
OW969941.1	IncFII	100.0	50791	1.1.3.42.150.57416	1	1	3	42	150	57416	0.004262	RefSeq_NZ_CP103064.1	reference
OW969942.1	IncFII	40.2	49888	1.1.3.42.150.57417	1	1	3	42	150	57417	0.003745	RefSeq_NZ_OL804393.1	reference
OW969943.1	IncX3	78.6	44792	1.1.3.42.150.57418	1	1	3	42	150	57418	0.001528	CP035910.1	reference
OW969944.1	ColRNAI	100.0	11955	1.1.3.42.142.57419	1	1	3	42	142	57419	0.006202	NZ_CP080314.1	reference
OW969945.1	IncX1	100.0	5250	1.1.3.42.35720.57420	1	1	3	42	35720	57420	0.018707	RefSeq_NZ_CP076708.1	reference
OW969946.1	IncHI1	40.6	3271	1.1.3.23348.35721.57421	1	1	3	23348	35721	57421	0.040309	NZ_CP016921.1	reference
OW969948.1	IncFII	100.0	202776	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000926	RefSeq_NZ_CP029588.1	reference
OW969949.1	IncFII	81.9	67159	1.1.3.42.150.57422	1	1	3	42	150	57422	0.003527	RefSeq_NC_021502.1	reference
OW969950.1	IncFII	76.9	63755	1.1.3.42.150.57423	1	1	3	42	150	57423	0.00198	NZ_MT415058.1	reference
OW969951.1	ColRNAI	75.4	11955	1.1.3.42.131.57424	1	1	3	42	131	57424	0.007047	NZ_CP102395.1	reference
OW970024.1	IncFII	48.3	161541	1.1.3.42.150.1674	1	1	3	42	150	1674	0.000836	RefSeq_NZ_CP138824.1	reference
OW970025.1	IncX1	56.2	91598	1.1.3.42.150.57425	1	1	3	42	150	57425	0.001897	RefSeq_NZ_CP029723.1	reference
OW970026.1	IncFII	100.0	57191	1.1.3.42.150.57426	1	1	3	42	150	57426	0.00429	RefSeq_NC_021502.1	reference
OW970027.1	IncX1	80.5	4167	1.1.3.23349.35722.57427	1	1	3	23349	35722	57427	0.038446	RefSeq_NZ_LS999563.1	reference
OW970028.1	IncX1	100.0	1335	1.1.5900.23350.35723.57428	1	1	5900	23350	35723	57428	0.088065	RefSeq_NZ_CP080071.1	reference
OW970155.1	IncFII	100.0	109146	1.1.3.42.150.57429	1	1	3	42	150	57429	0.001575	RefSeq_NZ_CP047337.1	reference
OW970156.1	IncFII	82.3	63589	1.1.3.42.150.57430	1	1	3	42	150	57430	0.003511	RefSeq_NC_021502.1	reference
OW970157.1	IncFII	100.0	4195	1.1.3.23351.35724.57431	1	1	3	23351	35724	57431	0.035076	RefSeq_NZ_LR890501.1	reference
OW970221.1	IncFII	47.7	307302	1.1.3.42.150.57432	1	1	3	42	150	57432	0.001047	RefSeq_NZ_CP020902.1	reference
OW970222.1	IncFII	61.6	216157	1.1.3.42.150.57433	1	1	3	42	150	57433	0.001027	RefSeq_NZ_CP138824.1	reference
OW970223.1	IncN	80.5	77266	1.1.3.42.150.57434	1	1	3	42	150	57434	0.00291	RefSeq_NZ_AP018741.1	reference
OW970224.1	repPae_small	100.0	40441	1.1.3.42.146.497	1	1	3	42	146	497	0.000154	NZ_CP116230.1	reference
OW970225.1	IncN	40.4	70792	1.1.3.42.150.57435	1	1	3	42	150	57435	0.003424	RefSeq_NZ_CP110778.1	reference
OW970226.1	IncFII	82.7	63569	1.1.3.42.150.57436	1	1	3	42	150	57436	0.003436	RefSeq_NC_021502.1	reference
OW970227.1	repEF_res	59.8	31901	1.1.3.42.35725.57437	1	1	3	42	35725	57437	0.018426	NZ_CP025078.1	reference
OW970228.1	repPae_large	73.5	9957	1.1.3.42.35726.57438	1	1	3	42	35726	57438	0.017217	RefSeq_NZ_JDVF01000123.1	reference
OW970229.1	repEF_res	100.0	2615	1.1.3.23352.35727.57439	1	1	3	23352	35727	57439	0.037078	NZ_JBJUSZ010000005.1	reference
OW970230.1	repSA_small	100.0	2458	1.1.3.23353.35728.57440	1	1	3	23353	35728	57440	0.034385	NZ_CP087445.1	reference
OW970311.1	IncFII	100.0	214043	1.1.3.42.150.1863	1	1	3	42	150	1863	4.8e-05	RefSeq_NZ_CP082155.1	reference
OW970312.1	IncX1	79.9	63844	1.1.3.42.150.57441	1	1	3	42	150	57441	0.002994	RefSeq_NZ_CP095451.1	reference
OW970313.1	repPae_small	100.0	39114	1.1.3.42.146.497	1	1	3	42	146	497	0.000131	NZ_KU578314.1	reference
OW970321.1	IncFII	59.0	119300	1.1.3.42.150.57442	1	1	3	42	150	57442	0.00276	RefSeq_NZ_CP033743.1	reference
OW970322.1	IncN	100.0	64579	1.1.3.42.150.57443	1	1	3	42	150	57443	0.001059	RefSeq_NZ_CP065124.1	reference
OW970323.1	IncFII	82.4	61830	1.1.3.42.150.57444	1	1	3	42	150	57444	0.003652	RefSeq_NC_021502.1	reference
OW970324.1	IncFII	79.8	4665	1.1.3.23354.35729.57445	1	1	3	23354	35729	57445	0.038991	RefSeq_NZ_CP035353.1	reference
OW970325.1	IncFII	100.0	3875	1.1.3.23355.35730.57446	1	1	3	23355	35730	57446	0.037244	RefSeq_NZ_MF788069.1	reference
OW970410.1	IncN	80.9	361588	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000747	RefSeq_NZ_CP047737.1	reference
OW970411.1	IncFII	100.0	66143	1.1.3.42.150.1540	1	1	3	42	150	1540	0.000823	RefSeq_NZ_CP140491.1	reference
OW970412.1	IncX1	100.0	4863	1.1.3.23356.35731.57447	1	1	3	23356	35731	57447	0.037947	RefSeq_NZ_CP138422.1	reference
OW970507.1	IncN	80.8	361588	1.1.3.42.150.1396	1	1	3	42	150	1396	0.00075	RefSeq_NZ_CP047737.1	reference
OW970508.1	IncFII	100.0	66143	1.1.3.42.150.1540	1	1	3	42	150	1540	0.000824	RefSeq_NZ_CP140491.1	reference
OW970509.1	IncX1	100.0	4863	1.1.3.23357.35732.57448	1	1	3	23357	35732	57448	0.037948	RefSeq_NZ_CP138422.1	reference
OW995947.1	IncFII	100.0	183280	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000165	RefSeq_NZ_CP033774.1	reference
OW995948.1	IncFII	82.6	63570	1.1.3.42.150.57449	1	1	3	42	150	57449	0.003546	RefSeq_NC_021502.1	reference
OW995949.1	IncX1	100.0	3541	1.1.3.23358.35733.57450	1	1	3	23358	35733	57450	0.046405	RefSeq_NC_015472.1	reference
OX030688.1	IncN	58.3	196447	1.1.3.42.150.57451	1	1	3	42	150	57451	0.005531	RefSeq_NC_023277.2	reference
OX030689.1	IncFII	100.0	194711	1.1.3.42.150.1863	1	1	3	42	150	1863	3.3e-05	RefSeq_NZ_CP098142.1	reference
OX030690.1	IncFII	82.8	65499	1.1.3.42.150.57452	1	1	3	42	150	57452	0.002962	RefSeq_NC_021502.1	reference
OX030691.1	IncN	59.7	2927	1.1.3.23359.35734.57453	1	1	3	23359	35734	57453	0.039618	NZ_CP016921.1	reference
OX030696.1	IncHI2	61.6	270215	1.1.3.42.150.1396	1	1	3	42	150	1396	0.0003	NZ_LN794248.1	reference
OX030697.1	IncFII	79.8	4995	1.1.3.23360.35735.57454	1	1	3	23360	35735	57454	0.0304	RefSeq_NZ_MG878866.1	reference
OX030699.1	IncFII	100.0	247179	1.1.3.42.150.1863	1	1	3	42	150	1863	1e-06	RefSeq_NZ_CP073628.1	reference
OX030700.1	IncN	78.4	58715	1.1.3.42.150.57455	1	1	3	42	150	57455	0.002682	RefSeq_NZ_LR890355.1	reference
OX030709.1	IncFII	26.8	289543	1.1.3.42.150.1399	1	1	3	42	150	1399	0.00081	RefSeq_NZ_OL348379.1	reference
OX030710.1	IncFII	100.0	242274	1.1.3.42.150.1863	1	1	3	42	150	1863	7e-05	RefSeq_NZ_CP073628.1	reference
OX030711.1	IncFII	82.3	63589	1.1.3.42.150.57456	1	1	3	42	150	57456	0.003514	RefSeq_NC_021502.1	reference
OX030712.1	IncX1	58.9	3991	1.1.3.23361.35736.57457	1	1	3	23361	35736	57457	0.034474	RefSeq_NZ_CP020905.1	reference
OX030713.1	IncFII	79.4	3670	1.1.3.23362.35737.57458	1	1	3	23362	35737	57458	0.039014	NZ_CP053775.1	reference
OX030714.1	ColRNAI	80.1	3516	1.1.3.23363.35738.57459	1	1	3	23363	35738	57459	0.038593	CP080673.1	reference
OX030715.1	ColRNAI	98.4	2058	1.1.1.1.1.1	1	1	1	1	1	1	0.000604	NZ_CP140480.1	reference
OX030716.1	IncN	60.1	1949	1.1.5901.23364.35739.57460	1	1	5901	23364	35739	57460	0.065351	RefSeq_NZ_MT010563.1	reference
OX030717.1	IncN	60.0	1551	1.1.5902.23365.35740.57461	1	1	5902	23365	35740	57461	0.092365	NZ_MH105050.1	reference
OX030719.1	IncN	25.4	276336	1.1.3.42.150.1393	1	1	3	42	150	1393	0.000881	RefSeq_NZ_CP065953.1	reference
OX030720.1	IncFII	100.0	238024	1.1.3.42.150.1863	1	1	3	42	150	1863	3e-05	RefSeq_NZ_CP121146.1	reference
OX030721.1	IncFII	82.3	63589	1.1.3.42.150.57462	1	1	3	42	150	57462	0.003514	RefSeq_NC_021502.1	reference
OX030722.1	IncX1	58.9	3991	1.1.3.23366.35741.57463	1	1	3	23366	35741	57463	0.034193	RefSeq_NZ_CP020905.1	reference
OX030723.1	ColRNAI	100.0	3670	1.1.3.23367.35742.57464	1	1	3	23367	35742	57464	0.038832	NZ_CP115152.1	reference
OX030724.1	ColRNAI	80.1	3516	1.1.3.23368.35743.57465	1	1	3	23368	35743	57465	0.038501	CP080673.1	reference
OX030725.1	ColRNAI	98.4	2058	1.1.1.1.1.1	1	1	1	1	1	1	0.000598	NZ_CP140480.1	reference
